text,position
"shallow substrate improve
water status of plants growing on green roofs?","{'entities': [(60, 71, 'SUSTECH')]}"
"Van Mechelen, C.; Dutoit, T.; Kattge, J.; Hermy, M. Plant trait analysis delivers an extensive list of potential

green roof species for Mediterranean France.","{'entities': [(114, 124, 'SUSTECH')]}"
"Caneva, G.; Kumbaric, A.; Savo, V.; Casalini, R. Ecological approach in selecting extensive green roof plants:","{'entities': [(92, 102, 'SUSTECH')]}"
"Jim, C.Y. Assessing climate-adaptation eﬀect of extensive tropical green roofs in cities.","{'entities': [(67, 78, 'SUSTECH')]}"
"Jim, C.Y. Effect of vegetation biomass structure on thermal performance of tropical green roof.","{'entities': [(84, 94, 'SUSTECH')]}"
"Deng, H.; Jim, C.Y. Spontaneous plant colonization and bird visits of tropical extensive green roof.","{'entities': [(89, 99, 'SUSTECH')]}"
"Lamnatou, C.; Chemisana, D. A critical analysis of factors aﬀecting photovoltaic-green roof performance.","{'entities': [(81, 91, 'SUSTECH')]}"
"Chemisana, D.; Lamnatou, C. Photovoltaic-green roofs: An experimental evaluation of system performance.","{'entities': [(41, 52, 'SUSTECH')]}"
"Schindler, B.Y.; Blaustein, L.; Lotan, R.; Shalom, H.; Kadas, G.J.; Seifan, M. Green roof and photovoltaic panel
integration: Effects on plant and arthropod diversity and electricity production.","{'entities': [(79, 89, 'SUSTECH')]}"
"Azeñas, V.; Cuxart, J.; Picos, R.; Medrano, H.; Simó, G.; López-Grifol, A.; Gulías, J. Thermal regulation
capacity of a green roof system in the mediterranean region:","{'entities': [(120, 130, 'SUSTECH')]}"
"Chen, C.F.; Kang, S.F.; Lin, J.H. Eﬀects of recycled glass and diﬀerent substrate materials on the leachate

quality and plant growth of green roofs.","{'entities': [(137, 148, 'SUSTECH')]}"
"Bisceglie, F.; Gigante, E.; Bergonzoni, M. Utilization of waste Autoclaved Aerated Concrete as lighting

material in the structure of a green roof.","{'entities': [(136, 146, 'SUSTECH')]}"
"Eksi, M.; Rowe, D.B. Green roof substrates: Eﬀect of recycled crushed porcelain and foamed glass on plant

growth and water retention.","{'entities': [(21, 31, 'SUSTECH')]}"
"D.B. The suitability of crushed porcelain and foamed glass as alternatives to
heat-expanded shale in green roof substrates: An assessment of plant growth, substrate moisture, and thermal
regulation.","{'entities': [(101, 111, 'SUSTECH')]}"
"Newport, D.J. Using recycled aggregates in green roof substrates

for plant diversity.","{'entities': [(43, 53, 'SUSTECH')]}"
"Mickovski, S.B.; Buss, K.; McKenzie, B.M.; Sökmener, B. Laboratory study on the potential use of recycled
inert construction waste material in the substrate mix for extensive green roofs.","{'entities': [(175, 186, 'SUSTECH')]}"
"A.C. Characterising alternative recycled waste materials for use as

green roof growing media in the U.K. Ecol.","{'entities': [(69, 79, 'SUSTECH')]}"
"Farias, R.D.; Martinez Garcia, C.; Palomino Cotes, T.; Martinez Arellano, M. Effects of Wastes from the Brewing

Industry in Lightweight Aggregates Manufactured with Clay for Green Roofs.","{'entities': [(175, 186, 'SUSTECH')]}"
"Pérez, G.; Vila, A.; Rincón, L.; Solé, C.; Cabeza, L.F. Use of rubber crumbs as drainage layer in green roofs as

potential energy improvement material.","{'entities': [(98, 109, 'SUSTECH')]}"
"Coma, J.; Pérez, G.; Castell, A.; Solé, C.; Cabeza, L.F. Green roofs as passive system for energy savings in
buildings during the cooling period: Use of rubber crumbs as drainage layer.","{'entities': [(57, 68, 'SUSTECH')]}"
"Rincón, L.; Coma, J.; Pérez, G.; Castell, A.; Boer, D.; Cabeza, L.F. Environmental performance of recycled
rubber as drainage layer in extensive green roofs.","{'entities': [(145, 156, 'SUSTECH')]}"
"Besir, A.B.; Cuce, E. Green roofs and facades: A comprehensive review.","{'entities': [(22, 33, 'SUSTECH')]}"
"Cascone, S.; Catania, F.; Gagliano, A.; Sciuto, G. A comprehensive study on green roof performance for

retroﬁtting existing buildings.","{'entities': [(76, 86, 'SUSTECH')]}"
"Structural Design Standard  
for Gutter Systems Used with  
Low-Slope Roofs","{'entities': [(33, 39, 'SUSTECH')]}"
"This standard provides designers, contractors, and building code  
officials information for proper structural design of Gutters used  
with low-slope roofing.","{'entities': [(121, 128, 'SUSTECH')]}"
"This standard specifies structural design for external Gutters used  
with low-slope, (2 in 12 or less) roofing on buildings less than or equal  
to 60 ft (18 m) in height.","{'entities': [(55, 62, 'SUSTECH')]}"
"This standard does not address water removal or the water-carrying 
capability of the Gutter as other building codes already address this issue .","{'entities': [(86, 92, 'SUSTECH')]}"
This Standard does not consider downspouts or leaders.,"{'entities': [(32, 42, 'SUSTECH')]}"
Gutter,"{'entities': [(0, 6, 'SUSTECH')]}"
Gutter Bracket,"{'entities': [(0, 6, 'SUSTECH')]}"
A device that supports a Gutter from underneath .,"{'entities': [(25, 31, 'SUSTECH')]}"
Gutter Strap,"{'entities': [(0, 6, 'SUSTECH')]}"
A device that helps support a Gutter from the top .,"{'entities': [(30, 36, 'SUSTECH')]}"
Gutter System,"{'entities': [(0, 6, 'SUSTECH')]}"
A longitudinal member to which a Gutter is fastened to a building .,"{'entities': [(33, 39, 'SUSTECH')]}"
An opening in a Gutter that allows water discharge.,"{'entities': [(16, 22, 'SUSTECH')]}"
A watertight joint between adjacent sections of Gutter .,"{'entities': [(48, 54, 'SUSTECH')]}"
"Structural Design Standard 
for Gutter Systems  
Used with Low-slope Roofs

page 2","{'entities': [(32, 38, 'SUSTECH')]}"
The Gutter shall be designed to withstand both wind and static loads.,"{'entities': [(4, 10, 'SUSTECH')]}"
"(acting outward 
on the Gutter)","{'entities': [(24, 30, 'SUSTECH')]}"
"(acting upward 
on the Gutter)","{'entities': [(23, 29, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
Diagram of Gutter System Loads,"{'entities': [(11, 17, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
Downward static load per unit length of Gutter .,"{'entities': [(40, 46, 'SUSTECH')]}"
"Aw = Cross-sectional area of the water when the 

Gutter is filled to capacity, and","{'entities': [(50, 56, 'SUSTECH')]}"
The Gutter System shall be therefore subjected to downward loads of,"{'entities': [(4, 10, 'SUSTECH')]}"
"In regions where Ground Snow loads are greater than zero, the force 
of ice forming around the Gutter shall be considered in static load 
design .","{'entities': [(95, 101, 'SUSTECH')]}"
"Static load on the Gutter shall be the downward static load as 
defined in 4.2 above plus 2.0 times the Ground Snow Load, pg with  
pg =","{'entities': [(19, 25, 'SUSTECH')]}"
"Suitable means shall  
be provided to prevent water from seeping behind the Gutter .","{'entities': [(76, 82, 'SUSTECH')]}"
Wind Resistance of Gutter Systems,"{'entities': [(19, 25, 'SUSTECH')]}"
"The vertical face of the Gutter System shall be tested using SPRI  
Test G-1 for resistance to outward (horizontal) loads and using  
SPRI Test G-2 for upward (vertical) loads.","{'entities': [(25, 31, 'SUSTECH')]}"
"Provision shall be provided to accommodate longitudinal movement of the 
Gutter and building .","{'entities': [(73, 79, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"Gutter system components or packaging shall contain written documentation 
which identifies the components which have complied with the ANSI","{'entities': [(0, 6, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
psf (kPa) for Gutter Design,"{'entities': [(14, 20, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
psf (kPa) for Gutter Design,"{'entities': [(14, 20, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
psf (kPa) for Gutter Design,"{'entities': [(14, 20, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
Wind Resistance Tests for Gutters,"{'entities': [(26, 33, 'SUSTECH')]}"
"—SPRI G-1 & G-2

Gutter system designs shall pass SPRI tests G-1, G-2 and G-3.","{'entities': [(17, 23, 'SUSTECH')]}"
"the resistance of the Gutter System to wind forces acting outwardly (away from the 
building.)","{'entities': [(22, 28, 'SUSTECH')]}"
Test G-2 measures the resistance of the Gutter System to wind forces,"{'entities': [(40, 46, 'SUSTECH')]}"
acting upwardly tending to lift the Gutter off the building.,"{'entities': [(36, 42, 'SUSTECH')]}"
"Test G-3 measures the 
resistance of the Gutter System to static forces of water and ice acting downwardly.","{'entities': [(41, 47, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"specimen shall be identical to the standard fabricated product  
except that Gutter length shall be minimum 8 ft (2.4 m) and maximum  
12 ft (3.7 m).","{'entities': [(77, 83, 'SUSTECH')]}"
3 mm) steel channel shall be fitted behind the face of the Gutter .,"{'entities': [(59, 65, 'SUSTECH')]}"
"Care shall be taken to avoid penetration at a Gutter 
Bracket location .","{'entities': [(46, 52, 'SUSTECH')]}"
"x 3 mm) steel channel shall be fitted under the base of the Gutter 
assembly .","{'entities': [(60, 66, 'SUSTECH')]}"
"Loading shall be applied uniformly on the horizontal centerline of the 
bottom face of the Gutter on centers no greater than 12 in (300 mm).","{'entities': [(91, 97, 'SUSTECH')]}"
"Loading to the face of the Gutter System shall be applied  
in increments not to exceed 10 lbf/ft2 (1.2 kPa) until approximately 
150 lbf/ft2 (7.2 kPa) is obtained.","{'entities': [(27, 33, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"For SPRI Test G-2, this total force shall be converted to pressure by 
dividing the total force by the area of the Gutter face:","{'entities': [(115, 121, 'SUSTECH')]}"
Height is the Gutter face height in feet (meter),"{'entities': [(14, 20, 'SUSTECH')]}"
"If test results exceed the design outward 
wind pressure, the Gutter System has acceptable outward wind 
resistance .","{'entities': [(62, 68, 'SUSTECH')]}"
"For SPRI Test G-1, this total force shall be converted to pressure by 
dividing the total force by the total width of the Gutter:","{'entities': [(122, 128, 'SUSTECH')]}"
Gutter Width × Length,"{'entities': [(0, 6, 'SUSTECH')]}"
"Gutter Width

5.1.10  Precision and Bias","{'entities': [(0, 6, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"Test Method G-3
Static Test for Gutter","{'entities': [(32, 38, 'SUSTECH')]}"
"specimen shall be identical to the standard fabricated product except 
that Gutter length shall be minimum 8 ft (2.4 m) and maximum  
12 ft (3.7 m).","{'entities': [(76, 82, 'SUSTECH')]}"
x 3 mm) steel channel shall be fitted above the bottom of the Gutter .,"{'entities': [(62, 68, 'SUSTECH')]}"
"Care shall be taken to avoid 
penetration at a Gutter Bracket location .","{'entities': [(47, 53, 'SUSTECH')]}"
"Loading shall be applied uniformly to the bottom of the Gutter on 
centers","{'entities': [(56, 62, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"This total force shall be converted to 
unit load by dividing the force by the length of the Gutter sample:","{'entities': [(93, 99, 'SUSTECH')]}"
"If test 
results exceed the design load, the Gutter System has acceptable 
static load resistance .","{'entities': [(45, 51, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"Studies of the aftermaths of Hurricanes Frances and Ivan in the fall of  
2003 revealed a need for better Gutter System design .","{'entities': [(106, 112, 'SUSTECH')]}"
"The Gutter is subject to both direct upward force from wind pushing 
up from the bottom and from eddy vacuum above .","{'entities': [(4, 10, 'SUSTECH')]}"
"The Gutter, in this 
Standard is considered an overhang .","{'entities': [(4, 10, 'SUSTECH')]}"
"In most instances, it should be more economical to manufacture a 
single Gutter design rather than one for perimeters and another for 
corners.","{'entities': [(73, 79, 'SUSTECH')]}"
"For an overhang, such as a Gutter 
System, GCp =","{'entities': [(27, 33, 'SUSTECH')]}"
"The 
entire Gutter System may be designed for corner loads.","{'entities': [(12, 18, 'SUSTECH')]}"
"However, if 
there is a relatively large quantity of material between corner regions, 
it may be economical to supply two classes of Gutter System: one for 
corner regions and one for the remainder of the project .","{'entities': [(133, 139, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"Static load per unit length is the weight of a Gutter, full of water.","{'entities': [(47, 53, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
Figure 6 Static Load due to water in a Gutter,"{'entities': [(39, 45, 'SUSTECH')]}"
"The purpose of this rule is so that water cannot flow behind the  
Gutter System and wet the building walls.","{'entities': [(67, 73, 'SUSTECH')]}"
"This Standard 
focuses primarily on metal Gutter Systems .","{'entities': [(42, 48, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"These test methods consist of applying loads on surfaces of a test 
specimen and observing deformations and the nature of any failures  
of principal or critical elements of the Gutter System .","{'entities': [(178, 184, 'SUSTECH')]}"
"The Standard requires full-length specimens because end conditions 
of discreet sections of Gutter Systems can play a profound role in the 
failure mode of the materials .","{'entities': [(92, 98, 'SUSTECH')]}"
"Some examples of component failure that will not enable the  
Gutter System to perform as designed would be:

u	Full fastener pullout.","{'entities': [(62, 68, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
"for Gutter Systems  
Used with Low-slope Roofs

Approved October 7, 2010","{'entities': [(4, 10, 'SUSTECH')]}"
Designing Roof Gutters for Barns,"{'entities': [(15, 22, 'SUSTECH')]}"
"Roof gutters may be needed with barns to  
divert clean water from livestock and fuel 
storage areas and to prevent uncontrolled 
channeling of rainwater resulting in the  
formation of gullies adjacent to barns.","{'entities': [(5, 12, 'SUSTECH')]}"
"Positioning gutters to reduce snow and ice slide 
failures may be a major consideration.","{'entities': [(12, 19, 'SUSTECH')]}"
"Most gutters are mounted level for ap-
pearance, but a slope of one-sixteenth inch per foot 
is desirable for drainage.","{'entities': [(5, 12, 'SUSTECH')]}"
"An alternative to roof gutters for buildings 
with at least a 12-inch overhang and where an open 
channel will not be polluted is a surfaced channel 
or a stone-lined, tile-drained ditch alongside of the 
building.","{'entities': [(23, 30, 'SUSTECH')]}"
"In typical construction, downspouts are spaced 

from 20 feet to 50 feet with a 60-foot maximum.","{'entities': [(25, 35, 'SUSTECH')]}"
"House-sized gutters are readily avail-
able.","{'entities': [(12, 19, 'SUSTECH')]}"
"But in many rural locations, specially formed 
gutters may be quite expensive.","{'entities': [(47, 54, 'SUSTECH')]}"
"Gutter hangers are 
normally spaced 3 feet on center (o.c.).","{'entities': [(0, 6, 'SUSTECH')]}"
"In an environment with broad temperature 
changes, the gutters need to move without being 
restrained by the hangers.","{'entities': [(55, 62, 'SUSTECH')]}"
"An alternative is to build 
the gutter with shorter lengths, allowing a space 
between sections for expansion.","{'entities': [(32, 38, 'SUSTECH')]}"
"the thermal expansion/contraction of a 100-foot 
length of gutter with 100 degrees of temperature 
change.","{'entities': [(59, 65, 'SUSTECH')]}"
"tion of 100 feet of gutter with 100 degrees of temperature 
change.","{'entities': [(20, 26, 'SUSTECH')]}"
"This publication will work example problems 

to illustrate the use of roof gutters.","{'entities': [(76, 83, 'SUSTECH')]}"
Level gutters,"{'entities': [(6, 13, 'SUSTECH')]}"
"Assume a level rectangular 
gutter with a depth-to-width ratio of 0.75.","{'entities': [(28, 34, 'SUSTECH')]}"
"Designing Roof Gutters for Barns

Figure 1.","{'entities': [(15, 22, 'SUSTECH')]}"
Width of level rectangular gutters for given roof areas and rainfall intensities.,"{'entities': [(27, 34, 'SUSTECH')]}"
"From Figure 1, for 
a depth/width ratio of 0.75, the required gutter 
width is 5.1 inches; use 6 inches.","{'entities': [(62, 68, 'SUSTECH')]}"
"For a depth/
width ratio of 0.75 and a rectangular gutter width 
of 6 inches, the depth should be 4.5 inches deep.","{'entities': [(51, 57, 'SUSTECH')]}"
"To determine the width of a rectangular 
gutter, see Table 3.","{'entities': [(41, 47, 'SUSTECH')]}"
"Refer to Table 4 to determine 
the diameter of a semicircular gutter to carry run-
off from a 40-foot-long portion of the building.","{'entities': [(62, 68, 'SUSTECH')]}"
Capacity for rectangular roof gutters.,"{'entities': [(30, 37, 'SUSTECH')]}"
Depth of gutter = 0.75 x width.,"{'entities': [(9, 15, 'SUSTECH')]}"
Gutter width,"{'entities': [(0, 6, 'SUSTECH')]}"
"Gutter slope (percent)

0.5","{'entities': [(0, 6, 'SUSTECH')]}"
"Designing Roof Gutters for Barns

Table 4.","{'entities': [(15, 22, 'SUSTECH')]}"
"Capacity for smooth semicircular gutters, such as 
PVC, at various slopes.","{'entities': [(33, 40, 'SUSTECH')]}"
"Gutter 
width","{'entities': [(0, 6, 'SUSTECH')]}"
"Gutter slope (percent)

0.5","{'entities': [(0, 6, 'SUSTECH')]}"
"Select a gutter with at least 0.16 cfs capacity at 
0.5 percent slope.","{'entities': [(9, 15, 'SUSTECH')]}"
lar gutter 4 inches wide,"{'entities': [(4, 10, 'SUSTECH')]}"
lar gutter,"{'entities': [(4, 10, 'SUSTECH')]}"
gular gutter in Example 2.,"{'entities': [(6, 12, 'SUSTECH')]}"
"In Table 5 (next page), we find that with a 
3-inch head, a 4-inch diameter downspout will 
be required.","{'entities': [(76, 85, 'SUSTECH')]}"
"An 
alternative would be to increase the head above the 
6-inch downspout by means of a drop box.","{'entities': [(64, 73, 'SUSTECH')]}"
Downspout capacity,"{'entities': [(0, 9, 'SUSTECH')]}"
"trance in the bottom of the gutter, thus increasing 
the inlet area.","{'entities': [(28, 34, 'SUSTECH')]}"
"See Table 5 for the 
capacity of various downspout diameter sizes at 
various heads.","{'entities': [(41, 50, 'SUSTECH')]}"
"A rule of thumb for sizing the tapered inlet or 
drop-box inlet is for the cross-sectional (horizon-
tal) area to be at 
least 1.5 times the 
downspout cross-","{'entities': [(142, 151, 'SUSTECH')]}"
"the vertical drop 
from the gutter 

=","{'entities': [(28, 34, 'SUSTECH')]}"
"From Table 5, by interpolation, we find that 
5 inches of head will cause 0.16 cfs to enter the 
3-inch downspout.","{'entities': [(104, 113, 'SUSTECH')]}"
"Designing Roof Gutters for Barns

Table 5.","{'entities': [(15, 22, 'SUSTECH')]}"
Capacity of circular downspouts based on orifice flow.,"{'entities': [(21, 31, 'SUSTECH')]}"
Q = CA (2gh)0.5 where A = cross-sectional area of downspout in square feet and h = head in feet.,"{'entities': [(50, 59, 'SUSTECH')]}"
Downspout diameter (inches),"{'entities': [(0, 9, 'SUSTECH')]}"
Properly position gutters.,"{'entities': [(18, 25, 'SUSTECH')]}"
"Snow and ice can slide off the roof clear 
of the gutter.","{'entities': [(50, 56, 'SUSTECH')]}"
Designing Roof Gutters for Barns,"{'entities': [(15, 22, 'SUSTECH')]}"
"Clearance for snow and ice slides should be 
taken into account in positioning the gutters.","{'entities': [(83, 90, 'SUSTECH')]}"
"Use Figure 3 as a guide in posi-
tioning gutters for the snow and ice clearance.","{'entities': [(41, 48, 'SUSTECH')]}"
Standard downspout sizes.,"{'entities': [(9, 18, 'SUSTECH')]}"
"Roof Gutters 
for Dairy Barns.","{'entities': [(5, 12, 'SUSTECH')]}"
"Designing Roof Gutters for Barns

Table 7.","{'entities': [(15, 22, 'SUSTECH')]}"
"12-09

6   Designing Roof Gutters for Barns

Issued in furtherance of Cooperative Extension work,  Acts of Congress of May 8 and June 30, 1914, 
in cooperation with the United States Department of Agriculture.","{'entities': [(26, 33, 'SUSTECH')]}"
"When designing new 1-2 story buildings, architects should design ample 
roof overhangs, durable perimeter foundation and siding materials to 
minimize the need for gutters.","{'entities': [(164, 171, 'SUSTECH')]}"
"Gutters can also contribute to basement flooding and 
building siding damage if they are not properly designed and maintained.","{'entities': [(0, 7, 'SUSTECH')]}"
Attach gutters with brackets (where metal clad roof fascia is installed).,"{'entities': [(7, 14, 'SUSTECH')]}"
"When replacing roof shingles in one-story buildings with adequate roof 
overhangs, consider alternatives to gutters such as shrubs planted around 
building, a 4’-6” layer of crushed stone at the perimeter of the building and 
durable siding materials to withstand roof run-off.","{'entities': [(108, 115, 'SUSTECH')]}"
"Gutter guards range in price, durability and required maintenance.","{'entities': [(0, 6, 'SUSTECH')]}"
"If gutter guards are installed, expanded metal type are preferred.","{'entities': [(3, 9, 'SUSTECH')]}"
Pay special attention to details to avoid water getting behind the gutters.,"{'entities': [(67, 74, 'SUSTECH')]}"
"Typically the front edge of the gutter should be at least ½” below the plane 
of the roof.","{'entities': [(32, 38, 'SUSTECH')]}"
Locate downspouts so that water runs away from the buildings.,"{'entities': [(7, 17, 'SUSTECH')]}"
"Install 
downspout strap hangers using a minimum .032” thickness straps, screwed, 
(not nailed) into building sheathing at 24” o.c.","{'entities': [(9, 18, 'SUSTECH')]}"
"for the lowest 8’ of downspout 
and at 48” o.c.","{'entities': [(21, 30, 'SUSTECH')]}"
"Do not use cast aluminum spike type 
downspout hangers.","{'entities': [(37, 46, 'SUSTECH')]}"
"Consider lawn and landscape maintenance and locate downspouts and 
splash blocks in locations least likely to impede the path of lawn mowers","{'entities': [(51, 61, 'SUSTECH')]}"
Include precast concrete splash blocks on every gutter installation.,"{'entities': [(48, 54, 'SUSTECH')]}"
"At buildings which have experienced basement flooding, downspouts with 
longer extensions and splash blocks should be carefully placed, such as 
within a border of shrubs.","{'entities': [(55, 65, 'SUSTECH')]}"
"When re-using existing underground storm water drainage systems with 
new replacement gutters,","{'entities': [(86, 93, 'SUSTECH')]}"
"verify that the underground system is functional 
before installing new downspouts into hubs.","{'entities': [(72, 82, 'SUSTECH')]}"
"Where system is not 
functioning properly, install downspouts with splash blocks in lieu of the 
underground system  

MATERIALS","{'entities': [(51, 61, 'SUSTECH')]}"
Seamless aluminum gutters are available in a variety of profiles with 5” and,"{'entities': [(18, 25, 'SUSTECH')]}"
"Specify pre-cast concrete splash blocks (large and heavy enough to prevent 
being accidently displaced or stolen) at the base of downspouts unless 
there is an underground storm drain system.","{'entities': [(129, 139, 'SUSTECH')]}"
Do not use wood gutters.,"{'entities': [(16, 23, 'SUSTECH')]}"
"If refurbishing wood gutters which are structurally 
sound and in a historic renovation, consider lining them with copper.","{'entities': [(21, 28, 'SUSTECH')]}"
Do not use plastic gutters.,"{'entities': [(19, 26, 'SUSTECH')]}"
"Notice that the gutter 
drainage includes a first flush diverter (the portion of pipe bypassing the storage tank.1","{'entities': [(16, 22, 'SUSTECH')]}"
"Rooftop collection systems are common, taking advantage of drainage 
and gutter systems.","{'entities': [(73, 79, 'SUSTECH')]}"
"Conveyance systems via gutters, channels, and pipe systems are used 

to carry collected water to storage and areas of use.","{'entities': [(23, 30, 'SUSTECH')]}"
"A custom-
designed metal roof can achieve close to 100% water capture, provided 
gutters are working efficiently.","{'entities': [(81, 88, 'SUSTECH')]}"
"This includes maintenance of 
roofs used as collection areas, cleaning of gutters, maintenance of 
storage tanks and vaults, pumps and maintenance of water treatment 
systems (when installed).","{'entities': [(74, 81, 'SUSTECH')]}"
"Rain water harvesting can assist in several strategies used to achieve the high 
performance sustainable building guiding principles.","{'entities': [(0, 21, 'SUSTECH')]}"
"http://www.harvesth2o.com/vendors.shtml  
 
 
 

Warranty Info  Most system components are standard building items such as roof, gutter, tanks 

and pumps.","{'entities': [(129, 135, 'SUSTECH')]}"
"At its simplest, rainwater harvesting 
consists of a rain barrel placed under 
the downspout of your home to 
collect rainwater for garden irrigation.","{'entities': [(83, 92, 'SUSTECH')]}"
"■■ A conveyance system to move the 
water from the roof to a storage 
area—eavestroughs and 
downspouts, and maybe piping.","{'entities': [(93, 103, 'SUSTECH')]}"
Eavestroughs and downspouts,"{'entities': [(17, 27, 'SUSTECH')]}"
"It may be 
necessary to have an in-ground 
collection system that gathers all the 
water drained by downspouts 
located at different positions around 
the house to take full advantage of 
the rainwater that falls on the roof.","{'entities': [(100, 110, 'SUSTECH')]}"
"its simplest: a rain barrel 
placed below a downspout","{'entities': [(44, 53, 'SUSTECH')]}"
""" Downspout Boot","{'entities': [(2, 11, 'SUSTECH')]}"
""" x 18"" Downspout Boot

Z192","{'entities': [(8, 17, 'SUSTECH')]}"
""" Downspout Boot

Z193","{'entities': [(2, 11, 'SUSTECH')]}"
"Downspout Nozzle

Z199-DC","{'entities': [(0, 9, 'SUSTECH')]}"
Downspout Cover,"{'entities': [(0, 9, 'SUSTECH')]}"
Downspout Boot,"{'entities': [(0, 9, 'SUSTECH')]}"
Downspout Nozzle,"{'entities': [(0, 9, 'SUSTECH')]}"
"Z187-DA

Zurn scupper drain illustrated with regularly furnished
clamping collar, oblique grate and optional downspout","{'entities': [(109, 118, 'SUSTECH')]}"
DOWNSPOUT NOZZLE,"{'entities': [(0, 9, 'SUSTECH')]}"
DOWNSPOUT COVER,"{'entities': [(0, 9, 'SUSTECH')]}"
"Overflow drain piping shown with round stainless steel
downspout cover with perforated hinged strainer
installed flush with exterior wall.","{'entities': [(55, 64, 'SUSTECH')]}"
"Chrome Plated Bronze is ideal for installation in walls, gutters,
and other areas where a bright decorative finish is desired, and is
not subject to the abrasive action of foot and other traffic.","{'entities': [(57, 64, 'SUSTECH')]}"
"A SunCam online continuing education course 

 

Fundamentals of Site Grading Design","{'entities': [(65, 77, 'SUSTECH')]}"
"Joshua A. Tiner, P.E. 

 

 

 

 

188.pdf 

Fundamentals of Site Grading","{'entities': [(63, 75, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
"Site grading is an important 
skill for any Civil Engineer to master associated with their required drainage design.","{'entities': [(0, 12, 'SUSTECH')]}"
"Background: 
Site grading is an important part of the Land Development process.","{'entities': [(13, 25, 'SUSTECH')]}"
"Site grading, and grading in general is not a required subject for many Civil Engineering 
curriculum, and as such, often times the entry level engineer must learn the 
fundamentals of grading as a “trial by fire”, on the job.","{'entities': [(0, 12, 'SUSTECH')]}"
"This course will identify the 
basics, and the student should be able to use this course as a basis for approaching 
site grading with confidence.","{'entities': [(117, 129, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
Fundamentals of Site Grading,"{'entities': [(16, 28, 'SUSTECH')]}"
